1.541000000000000000e+03,nan
1.541099999999999909e+03,nan
1.541200000000000045e+03,nan
1.541299999999999955e+03,-6.742229846639605739e+01
1.541400000000000091e+03,-6.478966516682820043e+01
1.541500000000000000e+03,-6.453403833997157335e+01
1.541599999999999909e+03,-6.441174051452841809e+01
1.541700000000000045e+03,-4.582141694438017510e+01
1.541799999999999955e+03,-2.806881609873851247e+01
1.541900000000000091e+03,-1.458046683897805096e+01
1.542000000000000000e+03,-8.213001231617996112e+00
1.542099999999999909e+03,-7.338204264809191635e+00
1.542200000000000045e+03,-7.259011055934222689e+00
1.542299999999999955e+03,-7.193376104269056270e+00
1.542400000000000091e+03,-7.316205502740257494e+00
1.542500000000000000e+03,-8.344638180176085385e+00
1.542599999999999909e+03,-1.720876989882694730e+01
1.542700000000000045e+03,-3.248005085157156202e+01
1.542799999999999955e+03,-5.624540347528079565e+01
1.542900000000000091e+03,-6.205073478083097882e+01
1.543000000000000000e+03,-7.152497729411186356e+01
