1.540000000000000000e+03,-1.976723640419548644e+01
1.540019999999999982e+03,-1.982134144088795580e+01
1.540039999999999964e+03,-1.978422697760642990e+01
1.540059999999999945e+03,-1.970563306553068372e+01
1.540079999999999927e+03,-1.960008545990384121e+01
1.540099999999999909e+03,-1.949781983770157368e+01
1.540119999999999891e+03,-1.940817595532883999e+01
1.540140000000000100e+03,-1.937403938090564282e+01
1.540160000000000082e+03,-1.941160472798152270e+01
1.540180000000000064e+03,-1.950326540487666449e+01
1.540200000000000045e+03,-1.962003126166871780e+01
1.540220000000000027e+03,-1.969057062009514780e+01
1.540240000000000009e+03,-1.969179014216572199e+01
1.540259999999999991e+03,-1.965133043657422718e+01
1.540279999999999973e+03,-1.954865127105513167e+01
1.540299999999999955e+03,-1.941160472798152270e+01
1.540319999999999936e+03,-1.930618802356347885e+01
1.540339999999999918e+03,-1.925038292407813856e+01
1.540359999999999900e+03,-1.929986931391093918e+01
1.540380000000000109e+03,-1.939638743641075536e+01
1.540400000000000091e+03,-1.951339701852104724e+01
1.540420000000000073e+03,-1.957825077591364504e+01
1.540440000000000055e+03,-1.960167767331490651e+01
1.540460000000000036e+03,-1.958221256555271594e+01
1.540480000000000018e+03,-1.947687858761902646e+01
1.540500000000000000e+03,-1.934767261945855310e+01
1.540519999999999982e+03,-1.925332177102392350e+01
1.540539999999999964e+03,-1.920072817374844121e+01
1.540559999999999945e+03,-1.926325411150707723e+01
1.540579999999999927e+03,-1.928874157381566334e+01
1.540599999999999909e+03,-1.937441690166518171e+01
1.540619999999999891e+03,-1.948229798221189313e+01
1.540640000000000100e+03,-1.953098837243312147e+01
1.540660000000000082e+03,-1.953843721447358917e+01
1.540680000000000064e+03,-1.944911297382778415e+01
1.540700000000000045e+03,-1.931959937193679622e+01
1.540720000000000027e+03,-1.917827772853420498e+01
1.540740000000000009e+03,-1.912158640205788274e+01
1.540759999999999991e+03,-1.908325640120157374e+01
1.540779999999999973e+03,-1.914159561363484130e+01
1.540799999999999955e+03,-1.924231185400290656e+01
1.540819999999999936e+03,-1.930247009404516589e+01
1.540839999999999918e+03,-1.939752669750040681e+01
1.540859999999999900e+03,-1.941846998722509454e+01
1.540880000000000109e+03,-1.933866981503197735e+01
1.540900000000000091e+03,-1.923718363312428892e+01
1.540920000000000073e+03,-1.914052118526640101e+01
1.540940000000000055e+03,-1.905859336882278399e+01
1.540960000000000036e+03,-1.901593896529452010e+01
1.540980000000000018e+03,-1.906773756300618672e+01
1.541000000000000000e+03,-1.916169647358830730e+01
1.541019999999999982e+03,-1.925920503495000702e+01
1.541039999999999964e+03,-1.933679617985739441e+01
1.541059999999999945e+03,-1.934955095384827217e+01
1.541079999999999927e+03,-1.932221170066113558e+01
1.541099999999999909e+03,-1.921418084727864084e+01
1.541119999999999891e+03,-1.910273473267968214e+01
1.541140000000000100e+03,-1.896956836854772988e+01
1.541160000000000082e+03,-1.891926138577210281e+01
1.541180000000000064e+03,-1.893391625754606267e+01
1.541200000000000045e+03,-1.903651465208851334e+01
1.541220000000000027e+03,-1.914123679983397963e+01
1.541240000000000009e+03,-1.918189148449618742e+01
1.541259999999999991e+03,-1.919057505698680544e+01
1.541279999999999973e+03,-1.914984006220308999e+01
1.541299999999999955e+03,-1.904246101537641422e+01
1.541319999999999936e+03,-1.891382076062384954e+01
1.541339999999999918e+03,-1.880940089067277654e+01
1.541359999999999900e+03,-1.878558005774624107e+01
1.541380000000000109e+03,-1.881670501717831812e+01
1.541400000000000091e+03,-1.890533324484285416e+01
1.541420000000000073e+03,-1.904246101537641422e+01
1.541440000000000055e+03,-1.914876359250457938e+01
1.541460000000000036e+03,-1.920435997985811127e+01
1.541480000000000018e+03,-1.921236079771627203e+01
1.541500000000000000e+03,-1.910877252286175221e+01
1.541519999999999982e+03,-1.899234567804105112e+01
1.541539999999999964e+03,-1.889246416537806184e+01
1.541559999999999945e+03,-1.885877972273806336e+01
1.541579999999999927e+03,-1.885710202213000031e+01
1.541599999999999909e+03,-1.893084483413525732e+01
1.541619999999999891e+03,-1.903546590527426829e+01
1.541640000000000100e+03,-1.910948356145296145e+01
1.541660000000000082e+03,-1.912907915052961272e+01
1.541680000000000064e+03,-1.906597721930441836e+01
1.541700000000000045e+03,-1.894348643080312655e+01
1.541720000000000027e+03,-1.878789001850621787e+01
1.541740000000000009e+03,-1.869126047894387099e+01
1.541759999999999991e+03,-1.863034876628205794e+01
1.541779999999999973e+03,-1.866262166455247851e+01
1.541799999999999955e+03,-1.874191926261999441e+01
1.541819999999999936e+03,-1.886146445689948692e+01
1.541839999999999918e+03,-1.896371995253806375e+01
1.541859999999999900e+03,-1.903127414365909686e+01
1.541880000000000109e+03,-1.901385260413828249e+01
1.541900000000000091e+03,-1.896337649516303259e+01
1.541920000000000073e+03,-1.888638147798069866e+01
1.541940000000000055e+03,-1.878030428336376900e+01
1.541960000000000036e+03,-1.873506502498308990e+01
